ID,DOY,Date,Month,Period,Lat,Long,Temp,Temp_mean,Veg,Veg.21Day
14931,331,27/Nov,11,LGM,47.50,32.50,-13.15,-13.66,0,0
14932,332,28/Nov,11,LGM,47.50,32.50,-14.89,-15.30,0,0
14933,333,29/Nov,11,LGM,47.50,32.50,-17.85,-16.65,0,0
14934,334,30/Nov,11,LGM,47.50,32.50,-17.21,-17.82,0,0
14935,335,01/Dec,12,LGM,47.50,32.50,-18.39,-17.24,0,0
14936,336,02/Dec,12,LGM,47.50,32.50,-16.13,-16.10,0,0
14937,337,03/Dec,12,LGM,47.50,32.50,-13.78,-14.43,0,0
14938,338,04/Dec,12,LGM,47.50,32.50,-13.37,-13.96,0,0
14939,339,05/Dec,12,LGM,47.50,32.50,-14.73,-14.55,0,0
14940,340,06/Dec,12,LGM,47.50,32.50,-15.54,-15.37,0,0
14941,341,07/Dec,12,LGM,47.50,32.50,-15.85,-16.33,0,0
14942,342,08/Dec,12,LGM,47.50,32.50,-17.61,-16.87,0,0
14943,343,09/Dec,12,LGM,47.50,32.50,-17.16,-17.05,0,0
14944,344,10/Dec,12,LGM,47.50,32.50,-16.38,-17.09,0,0
14945,345,11/Dec,12,LGM,47.50,32.50,-17.72,-16.92,0,0
14946,346,12/Dec,12,LGM,47.50,32.50,-16.65,-16.82,0,0
14947,347,13/Dec,12,LGM,47.50,32.50,-16.09,-16.61,0,0
14948,348,14/Dec,12,LGM,47.50,32.50,-17.08,-17.31,0,0
14949,349,15/Dec,12,LGM,47.50,32.50,-18.75,-17.90,0,0
14950,350,16/Dec,12,LGM,47.50,32.50,-17.87,-19.08,0,0
14951,351,17/Dec,12,LGM,47.50,32.50,-20.61,-20.52,0,0
14952,352,18/Dec,12,LGM,47.50,32.50,-23.08,-21.88,0,0
14953,353,19/Dec,12,LGM,47.50,32.50,-21.96,-22.67,0,0
14954,354,20/Dec,12,LGM,47.50,32.50,-22.98,-22.12,0,0
14955,355,21/Dec,12,LGM,47.50,32.50,-21.41,-22.18,0,0
14956,356,22/Dec,12,LGM,47.50,32.50,-22.15,-21.26,0,0
14957,357,23/Dec,12,LGM,47.50,32.50,-20.22,-20.86,0,0
14958,358,24/Dec,12,LGM,47.50,32.50,-20.22,-20.77,0,0
14959,359,25/Dec,12,LGM,47.50,32.50,-21.88,-21.29,0,0
14960,360,26/Dec,12,LGM,47.50,32.50,-21.77,-20.66,0,0
14961,361,27/Dec,12,LGM,47.50,32.50,-18.32,-19.16,0,0
14962,362,28/Dec,12,LGM,47.50,32.50,-17.39,-18.29,0,0
14963,363,29/Dec,12,LGM,47.50,32.50,-19.16,-18.61,0,0
14964,364,30/Dec,12,LGM,47.50,32.50,-19.27,-19.58,0,0
14965,365,31/Dec,12,LGM,47.50,32.50,-20.31,-21.19,0,0
14966,1,01/Jan,1,LGM,50.00,32.50,-24.00,-22.66,0,0
14967,2,02/Jan,1,LGM,50.00,32.50,-23.68,-23.73,0,0
14968,3,03/Jan,1,LGM,50.00,32.50,-23.51,-23.25,0,0
14969,4,04/Jan,1,LGM,50.00,32.50,-22.56,-23.19,0,0
14970,5,05/Jan,1,LGM,50.00,32.50,-23.49,-22.35,0,0
14971,6,06/Jan,1,LGM,50.00,32.50,-21.01,-22.03,0,0
14972,7,07/Jan,1,LGM,50.00,32.50,-21.58,-22.06,0,0
14973,8,08/Jan,1,LGM,50.00,32.50,-23.59,-22.83,0,0
14974,9,09/Jan,1,LGM,50.00,32.50,-23.33,-23.18,0,0
14975,10,10/Jan,1,LGM,50.00,32.50,-22.62,-22.86,0,0
14976,11,11/Jan,1,LGM,50.00,32.50,-22.63,-23.36,0,0
14977,12,12/Jan,1,LGM,50.00,32.50,-24.84,-24.12,0,0
14978,13,13/Jan,1,LGM,50.00,32.50,-24.88,-25.27,0,0
14979,14,14/Jan,1,LGM,50.00,32.50,-26.09,-26.15,0,0
14980,15,15/Jan,1,LGM,50.00,32.50,-27.49,-27.37,0,0
14981,16,16/Jan,1,LGM,50.00,32.50,-28.53,-27.42,0,0
14982,17,17/Jan,1,LGM,50.00,32.50,-26.23,-27.34,0,0
14983,18,18/Jan,1,LGM,50.00,32.50,-27.25,-26.40,0,0
14984,19,19/Jan,1,LGM,50.00,32.50,-25.72,-26.13,0,0
14985,20,20/Jan,1,LGM,50.00,32.50,-25.41,-24.75,0,0
14986,21,21/Jan,1,LGM,50.00,32.50,-23.13,-23.20,0,0
14987,22,22/Jan,1,LGM,50.00,32.50,-21.05,-22.33,0,0
14988,23,23/Jan,1,LGM,50.00,32.50,-22.80,-22.09,0,0
14989,24,24/Jan,1,LGM,50.00,32.50,-22.43,-21.88,0,0
14990,25,25/Jan,1,LGM,50.00,32.50,-20.40,-20.67,0,0
14991,26,26/Jan,1,LGM,50.00,32.50,-19.18,-20.68,0,0
14992,27,27/Jan,1,LGM,50.00,32.50,-22.46,-21.50,0,0
14993,28,28/Jan,1,LGM,50.00,32.50,-22.87,-22.55,0,0
14994,29,29/Jan,1,LGM,50.00,32.50,-22.32,-22.06,0,0
14995,30,30/Jan,1,LGM,50.00,32.50,-21.00,-21.57,0,0
14996,31,31/Jan,1,LGM,50.00,32.50,-21.38,-20.22,0,0
14997,32,01/Feb,2,LGM,50.00,32.50,-18.28,-19.48,0,0
14998,33,02/Feb,2,LGM,50.00,32.50,-18.77,-18.79,0,0
14999,34,03/Feb,2,LGM,50.00,32.50,-19.32,-19.16,0,0
15000,35,04/Feb,2,LGM,50.00,32.50,-19.38,-19.75,0,0
15001,36,05/Feb,2,LGM,50.00,32.50,-20.56,-20.18,0,0
15002,37,06/Feb,2,LGM,50.00,32.50,-20.59,-21.34,0,0
15003,38,07/Feb,2,LGM,50.00,32.50,-22.87,-22.45,0,0
15004,39,08/Feb,2,LGM,50.00,32.50,-23.89,-24.43,0,0
15005,40,09/Feb,2,LGM,50.00,32.50,-26.52,-25.09,0,0
15006,41,10/Feb,2,LGM,50.00,32.50,-24.85,-24.58,0,0
15007,42,11/Feb,2,LGM,50.00,32.50,-22.38,-23.44,0,0
15008,43,12/Feb,2,LGM,50.00,32.50,-23.08,-23.16,0,0
15009,44,13/Feb,2,LGM,50.00,32.50,-24.02,-23.67,0,0
15010,45,14/Feb,2,LGM,50.00,32.50,-23.91,-23.70,0,0
15011,46,15/Feb,2,LGM,50.00,32.50,-23.17,-23.51,0,0
15012,47,16/Feb,2,LGM,50.00,32.50,-23.44,-23.32,0,0
15013,48,17/Feb,2,LGM,50.00,32.50,-23.35,-22.68,0,0
15014,49,18/Feb,2,LGM,50.00,32.50,-21.26,-22.61,0,0
15015,50,19/Feb,2,LGM,50.00,32.50,-23.22,-22.84,0,0
15016,51,20/Feb,2,LGM,50.00,32.50,-24.03,-23.64,0,0
15017,52,21/Feb,2,LGM,50.00,32.50,-23.68,-24.48,0,0
15018,53,22/Feb,2,LGM,50.00,32.50,-25.73,-24.80,0,0
15019,54,23/Feb,2,LGM,50.00,32.50,-24.98,-25.08,0,0
15020,55,24/Feb,2,LGM,50.00,32.50,-24.52,-24.19,0,0
15021,56,25/Feb,2,LGM,50.00,32.50,-23.06,-22.31,0,0
15022,57,26/Feb,2,LGM,50.00,32.50,-19.35,-20.99,0,0
15023,58,27/Feb,2,LGM,50.00,32.50,-20.55,-20.67,0,0
15024,59,28/Feb,2,LGM,50.00,32.50,-22.10,-20.96,0,0
15025,60,01/Mar,3,LGM,50.00,32.50,-20.23,-21.28,0,0
15026,61,02/Mar,3,LGM,50.00,32.50,-21.50,-20.65,0,0
15027,62,03/Mar,3,LGM,50.00,32.50,-20.23,-20.41,0,0
15028,63,04/Mar,3,LGM,50.00,32.50,-19.51,-18.51,0,0
15029,64,05/Mar,3,LGM,50.00,32.50,-15.80,-17.46,0,0
15030,65,06/Mar,3,LGM,50.00,32.50,-17.08,-16.04,0,0
15031,66,07/Mar,3,LGM,50.00,32.50,-15.25,-15.75,0,0
15032,67,08/Mar,3,LGM,50.00,32.50,-14.91,-15.40,0,0
15033,68,09/Mar,3,LGM,50.00,32.50,-16.05,-15.56,0,0
15034,69,10/Mar,3,LGM,50.00,32.50,-15.73,-16.31,0,0
15035,70,11/Mar,3,LGM,50.00,32.50,-17.15,-17.20,0,0
15036,71,12/Mar,3,LGM,50.00,32.50,-18.71,-17.57,0,0
15037,72,13/Mar,3,LGM,50.00,32.50,-16.86,-17.67,0,0
15038,73,14/Mar,3,LGM,50.00,32.50,-17.44,-17.41,0,0
15039,74,15/Mar,3,LGM,50.00,32.50,-17.92,-16.95,0,0
15040,75,16/Mar,3,LGM,50.00,32.50,-15.49,-15.22,0,0
15041,76,17/Mar,3,LGM,50.00,32.50,-12.24,-13.73,0,0
15042,77,18/Mar,3,LGM,50.00,32.50,-13.47,-13.80,0,0
15043,78,19/Mar,3,LGM,50.00,32.50,-15.70,-15.02,0,0
15044,79,20/Mar,3,LGM,50.00,32.50,-15.88,-15.69,0,0
15045,80,21/Mar,3,LGM,50.00,32.50,-15.48,-16.16,0,0
15046,81,22/Mar,3,LGM,50.00,32.50,-17.12,-17.04,0,0
15047,82,23/Mar,3,LGM,50.00,32.50,-18.53,-17.70,0,0
15048,83,24/Mar,3,LGM,50.00,32.50,-17.45,-17.81,0,0
15049,84,25/Mar,3,LGM,50.00,32.50,-17.46,-17.63,0,0
15050,85,26/Mar,3,LGM,50.00,32.50,-17.99,-16.91,0,0
15051,86,27/Mar,3,LGM,50.00,32.50,-15.27,-16.10,0,0
15052,87,28/Mar,3,LGM,50.00,32.50,-15.04,-15.27,0,0
15053,88,29/Mar,3,LGM,50.00,32.50,-15.50,-15.11,0,0
15054,89,30/Mar,3,LGM,50.00,32.50,-14.78,-14.98,0,0
15055,90,31/Mar,3,LGM,50.00,32.50,-14.67,-14.37,0,0
15056,91,01/Apr,4,LGM,50.00,32.50,-13.67,-13.74,0,0
15057,92,02/Apr,4,LGM,50.00,32.50,-12.89,-12.93,0,0
15058,93,03/Apr,4,LGM,50.00,32.50,-12.23,-12.90,0,0
15059,94,04/Apr,4,LGM,50.00,32.50,-13.57,-13.12,0,0
15060,95,05/Apr,4,LGM,50.00,32.50,-13.57,-12.96,0,0
15061,96,06/Apr,4,LGM,50.00,32.50,-11.73,-12.13,0,0
15062,97,07/Apr,4,LGM,50.00,32.50,-11.08,-11.15,0,0
15063,98,08/Apr,4,LGM,50.00,32.50,-10.63,-10.55,0,0
15064,99,09/Apr,4,LGM,50.00,32.50,-9.93,-9.75,0,0
15065,100,10/Apr,4,LGM,50.00,32.50,-8.69,-8.92,0,0
15066,101,11/Apr,4,LGM,50.00,32.50,-8.13,-8.47,0,0
15067,102,12/Apr,4,LGM,50.00,32.50,-8.59,-8.55,0,0
15068,103,13/Apr,4,LGM,50.00,32.50,-8.92,-8.60,0,0
15069,104,14/Apr,4,LGM,50.00,32.50,-8.29,-8.21,0,0
15070,105,15/Apr,4,LGM,50.00,32.50,-7.42,-7.48,0,0
15071,106,16/Apr,4,LGM,50.00,32.50,-6.73,-6.99,0,0
15072,107,17/Apr,4,LGM,50.00,32.50,-6.83,-6.95,0,0
15073,108,18/Apr,4,LGM,50.00,32.50,-7.28,-6.74,0,0
15074,109,19/Apr,4,LGM,50.00,32.50,-6.12,-6.55,0,0
15075,110,20/Apr,4,LGM,50.00,32.50,-6.24,-6.20,0,0
15076,111,21/Apr,4,LGM,50.00,32.50,-6.25,-6.63,0,0
15077,112,22/Apr,4,LGM,50.00,32.50,-7.40,-7.12,0,0
15078,113,23/Apr,4,LGM,50.00,32.50,-7.71,-7.26,0,0
15079,114,24/Apr,4,LGM,50.00,32.50,-6.66,-6.84,0,0
15080,115,25/Apr,4,LGM,50.00,32.50,-6.14,-6.20,0,0
15081,116,26/Apr,4,LGM,50.00,32.50,-5.80,-5.81,0,0
15082,117,27/Apr,4,LGM,50.00,32.50,-5.48,-5.63,0,0
15083,118,28/Apr,4,LGM,50.00,32.50,-5.62,-5.48,0,0
15084,119,29/Apr,4,LGM,50.00,32.50,-5.34,-5.16,0,0
15085,120,30/Apr,4,LGM,50.00,32.50,-4.52,-4.69,0,0
15086,121,01/May,5,LGM,50.00,32.50,-4.21,-4.36,0,0
15087,122,02/May,5,LGM,50.00,32.50,-4.34,-4.15,0,0
15088,123,03/May,5,LGM,50.00,32.50,-3.90,-4.17,0,0
15089,124,04/May,5,LGM,50.00,32.50,-4.27,-3.90,0,0
15090,125,05/May,5,LGM,50.00,32.50,-3.54,-3.55,0,0
15091,126,06/May,5,LGM,50.00,32.50,-2.85,-3.00,0,0
15092,127,07/May,5,LGM,50.00,32.50,-2.61,-2.54,0,0
15093,128,08/May,5,LGM,50.00,32.50,-2.17,-2.54,0,0
15094,129,09/May,5,LGM,50.00,32.50,-2.84,-2.52,0,0
15095,130,10/May,5,LGM,50.00,32.50,-2.54,-2.25,0,0
15096,131,11/May,5,LGM,50.00,32.50,-1.37,-1.46,0,0
15097,132,12/May,5,LGM,50.00,32.50,-0.48,-0.75,0,0
15098,133,13/May,5,LGM,50.00,32.50,-0.39,-0.48,0,0
15099,134,14/May,5,LGM,50.00,32.50,-0.56,-0.28,0,0
15100,135,15/May,5,LGM,50.00,32.50,0.11,0.03,0,0
15101,136,16/May,5,LGM,50.00,32.50,0.53,0.38,0,0
15102,137,17/May,5,LGM,50.00,32.50,0.51,0.91,0,0
15103,138,18/May,5,LGM,50.00,32.50,1.68,1.54,0,0
15104,139,19/May,5,LGM,50.00,32.50,2.44,2.10,0,0
15105,140,20/May,5,LGM,50.00,32.50,2.19,2.29,0,0
15106,141,21/May,5,LGM,50.00,32.50,2.24,2.48,0,0
15107,142,22/May,5,LGM,50.00,32.50,3.00,2.77,0,0
15108,143,23/May,5,LGM,50.00,32.50,3.06,3.30,0,0
15109,144,24/May,5,LGM,50.00,32.50,3.84,3.90,0,0
15110,145,25/May,5,LGM,50.00,32.50,4.79,4.69,0,0
15111,146,26/May,5,LGM,50.00,32.50,5.45,4.98,0,0
15112,147,27/May,5,LGM,50.00,32.50,4.70,5.13,0,0
15113,148,28/May,5,LGM,50.00,32.50,5.23,5.17,0,0
15114,149,29/May,5,LGM,50.00,32.50,5.59,5.82,0,0
15115,150,30/May,5,LGM,50.00,32.50,6.65,6.78,0,0
15116,151,31/May,5,LGM,50.00,32.50,8.10,7.48,0,0
15117,152,01/Jun,6,LGM,50.00,32.50,7.68,7.88,0,0
15118,153,02/Jun,6,LGM,50.00,32.50,7.86,8.04,0,0
15119,154,03/Jun,6,LGM,50.00,32.50,8.57,8.51,0,0
15120,155,04/Jun,6,LGM,50.00,32.50,9.10,8.84,0,0
15121,156,05/Jun,6,LGM,50.00,32.50,8.84,9.33,0,0
15122,157,06/Jun,6,LGM,50.00,32.50,10.05,9.78,0,0
15123,158,07/Jun,6,LGM,50.00,32.50,10.44,10.30,0,0
15124,159,08/Jun,6,LGM,50.00,32.50,10.41,10.62,0,0
15125,160,09/Jun,6,LGM,50.00,32.50,11.00,10.53,0,0
15126,161,10/Jun,6,LGM,50.00,32.50,10.18,10.59,0,0
15127,162,11/Jun,6,LGM,50.00,32.50,10.58,10.43,0,0
15128,163,12/Jun,6,LGM,50.00,32.50,10.52,10.72,0,0
15129,164,13/Jun,6,LGM,50.00,32.50,11.07,10.88,0,0
15130,165,14/Jun,6,LGM,50.00,32.50,11.04,10.96,0,0
15131,166,15/Jun,6,LGM,50.00,32.50,10.77,10.94,0,0
15132,167,16/Jun,6,LGM,50.00,32.50,11.02,11.05,0,0
15133,168,17/Jun,6,LGM,50.00,32.50,11.37,11.26,0,0
15134,169,18/Jun,6,LGM,50.00,32.50,11.38,11.41,0,0
15135,170,19/Jun,6,LGM,50.00,32.50,11.49,11.57,0,0
15136,171,20/Jun,6,LGM,50.00,32.50,11.85,12.08,0,0
15137,172,21/Jun,6,LGM,50.00,32.50,12.91,12.92,0,0
15138,173,22/Jun,6,LGM,50.00,32.50,14.00,13.80,0,0
15139,174,23/Jun,6,LGM,50.00,32.50,14.49,14.57,0,0
15140,175,24/Jun,6,LGM,50.00,32.50,15.22,14.83,0,0
15141,176,25/Jun,6,LGM,50.00,32.50,14.78,15.28,0,0
15142,177,26/Jun,6,LGM,50.00,32.50,15.84,15.23,0,0
15143,178,27/Jun,6,LGM,50.00,32.50,15.06,15.28,0,0
15144,179,28/Jun,6,LGM,50.00,32.50,14.95,15.29,0,0
15145,180,29/Jun,6,LGM,50.00,32.50,15.86,15.83,0,0
15146,181,30/Jun,6,LGM,50.00,32.50,16.67,16.29,0,0
15147,182,01/Jul,7,LGM,50.00,32.50,16.35,16.21,0,0
15148,183,02/Jul,7,LGM,50.00,32.50,15.62,15.89,0,0
15149,184,03/Jul,7,LGM,50.00,32.50,15.71,15.93,0,0
15150,185,04/Jul,7,LGM,50.00,32.50,16.45,16.23,0,0
15151,186,05/Jul,7,LGM,50.00,32.50,16.54,16.33,0,0
15152,187,06/Jul,7,LGM,50.00,32.50,16.01,16.31,0,0
15153,188,07/Jul,7,LGM,50.00,32.50,16.38,16.33,0,0
15154,189,08/Jul,7,LGM,50.00,32.50,16.61,16.90,0,0
15155,190,09/Jul,7,LGM,50.00,32.50,17.72,17.05,0,0
15156,191,10/Jul,7,LGM,50.00,32.50,16.82,17.11,0,0
15157,192,11/Jul,7,LGM,50.00,32.50,16.80,16.91,0,0
15158,193,12/Jul,7,LGM,50.00,32.50,17.11,16.81,0,0
15159,194,13/Jul,7,LGM,50.00,32.50,16.53,16.59,0,0
15160,195,14/Jul,7,LGM,50.00,32.50,16.13,16.35,0,0
15161,196,15/Jul,7,LGM,50.00,32.50,16.38,16.32,0,0
15162,197,16/Jul,7,LGM,50.00,32.50,16.45,16.45,0,0
15163,198,17/Jul,7,LGM,50.00,32.50,16.51,16.75,0,0
15164,199,18/Jul,7,LGM,50.00,32.50,17.29,16.92,0,0
15165,200,19/Jul,7,LGM,50.00,32.50,16.96,17.37,0,0
15166,201,20/Jul,7,LGM,50.00,32.50,17.87,17.45,0,0
15167,202,21/Jul,7,LGM,50.00,32.50,17.51,17.77,0,0
15168,203,22/Jul,7,LGM,50.00,32.50,17.92,17.81,0,0
15169,204,23/Jul,7,LGM,50.00,32.50,18.01,18.04,0,0
15170,205,24/Jul,7,LGM,50.00,32.50,18.18,17.96,0,0
15171,206,25/Jul,7,LGM,50.00,32.50,17.69,17.82,0,0
15172,207,26/Jul,7,LGM,50.00,32.50,17.59,17.91,0,0
15173,208,27/Jul,7,LGM,50.00,32.50,18.45,18.37,0,0
15174,209,28/Jul,7,LGM,50.00,32.50,19.06,18.49,0,0
15175,210,29/Jul,7,LGM,50.00,32.50,17.97,18.21,0,0
15176,211,30/Jul,7,LGM,50.00,32.50,17.60,17.84,0,0
15177,212,31/Jul,7,LGM,50.00,32.50,17.94,17.61,0,0
15178,213,01/Aug,8,LGM,50.00,32.50,17.30,17.27,0,0
15179,214,02/Aug,8,LGM,50.00,32.50,16.58,16.70,0,0
15180,215,03/Aug,8,LGM,50.00,32.50,16.21,16.25,0,0
15181,216,04/Aug,8,LGM,50.00,32.50,15.97,15.98,0,0
15182,217,05/Aug,8,LGM,50.00,32.50,15.77,16.02,0,0
15183,218,06/Aug,8,LGM,50.00,32.50,16.31,16.19,0,0
15184,219,07/Aug,8,LGM,50.00,32.50,16.49,16.20,0,0
15185,220,08/Aug,8,LGM,50.00,32.50,15.80,16.12,0,0
15186,221,09/Aug,8,LGM,50.00,32.50,16.06,16.23,0,0
15187,222,10/Aug,8,LGM,50.00,32.50,16.83,16.70,0,0
15188,223,11/Aug,8,LGM,50.00,32.50,17.22,17.05,0,0
15189,224,12/Aug,8,LGM,50.00,32.50,17.09,16.95,0,0
15190,225,13/Aug,8,LGM,50.00,32.50,16.55,16.89,0,0
15191,226,14/Aug,8,LGM,50.00,32.50,17.04,16.58,0,0
15192,227,15/Aug,8,LGM,50.00,32.50,16.14,16.14,0,0
15193,228,16/Aug,8,LGM,50.00,32.50,15.25,15.41,0,0
15194,229,17/Aug,8,LGM,50.00,32.50,14.83,14.95,0,0
15195,230,18/Aug,8,LGM,50.00,32.50,14.76,14.58,0,0
15196,231,19/Aug,8,LGM,50.00,32.50,14.16,14.22,0,0
15197,232,20/Aug,8,LGM,50.00,32.50,13.75,13.74,0,0
15198,233,21/Aug,8,LGM,50.00,32.50,13.30,13.64,0,0
15199,234,22/Aug,8,LGM,50.00,32.50,13.87,13.69,0,0
15200,235,23/Aug,8,LGM,50.00,32.50,13.89,13.74,0,0
15201,236,24/Aug,8,LGM,50.00,32.50,13.45,13.84,0,0
15202,237,25/Aug,8,LGM,50.00,32.50,14.17,14.15,0,0
15203,238,26/Aug,8,LGM,50.00,32.50,14.82,14.58,0,0
15204,239,27/Aug,8,LGM,50.00,32.50,14.74,14.83,0,0
15205,240,28/Aug,8,LGM,50.00,32.50,14.94,15.07,0,0
15206,241,29/Aug,8,LGM,50.00,32.50,15.52,15.03,0,0
15207,242,30/Aug,8,LGM,50.00,32.50,14.62,14.94,0,0
15208,243,31/Aug,8,LGM,50.00,32.50,14.69,14.67,0,0
15209,244,01/Sep,9,LGM,50.00,32.50,14.70,14.28,0,0
15210,245,02/Sep,9,LGM,50.00,32.50,13.46,13.69,0,0
15211,246,03/Sep,9,LGM,50.00,32.50,12.91,13.12,0,0
15212,247,04/Sep,9,LGM,50.00,32.50,13.00,12.79,0,0
15213,248,05/Sep,9,LGM,50.00,32.50,12.47,12.70,0,0
15214,249,06/Sep,9,LGM,50.00,32.50,12.63,12.41,0,0
15215,250,07/Sep,9,LGM,50.00,32.50,12.14,12.49,0,0
15216,251,08/Sep,9,LGM,50.00,32.50,12.69,12.59,0,0
15217,252,09/Sep,9,LGM,50.00,32.50,12.93,12.54,0,0
15218,253,10/Sep,9,LGM,50.00,32.50,11.99,11.50,0,0
15219,254,11/Sep,9,LGM,50.00,32.50,9.58,10.30,0,0
15220,255,12/Sep,9,LGM,50.00,32.50,9.32,9.72,0,0
15221,256,13/Sep,9,LGM,50.00,32.50,10.25,10.06,0,0
15222,257,14/Sep,9,LGM,50.00,32.50,10.61,10.26,0,0
15223,258,15/Sep,9,LGM,50.00,32.50,9.93,10.24,0,0
15224,259,16/Sep,9,LGM,50.00,32.50,10.18,9.59,0,0
15225,260,17/Sep,9,LGM,50.00,32.50,8.66,9.31,0,0
15226,261,18/Sep,9,LGM,50.00,32.50,9.09,9.06,0,0
15227,262,19/Sep,9,LGM,50.00,32.50,9.42,9.21,0,0
15228,263,20/Sep,9,LGM,50.00,32.50,9.11,9.11,0,0
15229,264,21/Sep,9,LGM,50.00,32.50,8.80,8.55,0,0
15230,265,22/Sep,9,LGM,50.00,32.50,7.74,7.76,0,0
15231,266,23/Sep,9,LGM,50.00,32.50,6.74,6.80,0,0
15232,267,24/Sep,9,LGM,50.00,32.50,5.92,6.33,0,0
15233,268,25/Sep,9,LGM,50.00,32.50,6.32,6.38,0,0
15234,269,26/Sep,9,LGM,50.00,32.50,6.90,6.78,0,0
15235,270,27/Sep,9,LGM,50.00,32.50,7.13,7.01,0,0
15236,271,28/Sep,9,LGM,50.00,32.50,7.01,7.09,0,0
15237,272,29/Sep,9,LGM,50.00,32.50,7.14,6.88,0,0
15238,273,30/Sep,9,LGM,50.00,32.50,6.50,6.56,0,0
15239,274,01/Oct,10,LGM,50.00,32.50,6.05,5.74,0,0
15240,275,02/Oct,10,LGM,50.00,32.50,4.67,4.83,0,0
15241,276,03/Oct,10,LGM,50.00,32.50,3.78,3.93,0,0
15242,277,04/Oct,10,LGM,50.00,32.50,3.33,3.19,0,0
15243,278,05/Oct,10,LGM,50.00,32.50,2.46,2.72,0,0
15244,279,06/Oct,10,LGM,50.00,32.50,2.36,2.07,0,0
15245,280,07/Oct,10,LGM,50.00,32.50,1.38,2.13,0,0
15246,281,08/Oct,10,LGM,50.00,32.50,2.66,1.93,0,0
15247,282,09/Oct,10,LGM,50.00,32.50,1.74,2.27,0,0
15248,283,10/Oct,10,LGM,50.00,32.50,2.40,2.05,0,0
15249,284,11/Oct,10,LGM,50.00,32.50,2.00,2.20,0,0
15250,285,12/Oct,10,LGM,50.00,32.50,2.20,2.08,0,0
15251,286,13/Oct,10,LGM,50.00,32.50,2.03,1.93,0,0
15252,287,14/Oct,10,LGM,50.00,32.50,1.57,1.40,0,0
15253,288,15/Oct,10,LGM,50.00,32.50,0.61,0.43,0,0
15254,289,16/Oct,10,LGM,50.00,32.50,-0.89,-0.64,0,0
15255,290,17/Oct,10,LGM,50.00,32.50,-1.63,-1.46,0,0
15256,291,18/Oct,10,LGM,50.00,32.50,-1.85,-2.64,0,0
15257,292,19/Oct,10,LGM,50.00,32.50,-4.44,-3.75,0,0
15258,293,20/Oct,10,LGM,50.00,32.50,-4.96,-4.88,0,0
15259,294,21/Oct,10,LGM,50.00,32.50,-5.23,-5.38,0,0
15260,295,22/Oct,10,LGM,50.00,32.50,-5.95,-6.14,0,0
15261,296,23/Oct,10,LGM,50.00,32.50,-7.24,-6.40,0,0
15262,297,24/Oct,10,LGM,50.00,32.50,-6.01,-6.23,0,0
15263,298,25/Oct,10,LGM,50.00,32.50,-5.43,-5.27,0,0
15264,299,26/Oct,10,LGM,50.00,32.50,-4.37,-5.55,0,0
15265,300,27/Oct,10,LGM,50.00,32.50,-6.84,-6.41,0,0
15266,301,28/Oct,10,LGM,50.00,32.50,-8.03,-8.47,0,0
15267,302,29/Oct,10,LGM,50.00,32.50,-10.53,-9.77,0,0
15268,303,30/Oct,10,LGM,50.00,32.50,-10.74,-10.75,0,0
15269,304,31/Oct,10,LGM,50.00,32.50,-10.98,-10.22,0,0
15270,305,01/Nov,11,LGM,50.00,32.50,-8.94,-10.30,0,0
15271,306,02/Nov,11,LGM,50.00,32.50,-10.99,-10.47,0,0
15272,307,03/Nov,11,LGM,50.00,32.50,-11.49,-10.60,0,0
15273,308,04/Nov,11,LGM,50.00,32.50,-9.31,-9.81,0,0
15274,309,05/Nov,11,LGM,50.00,32.50,-8.62,-9.19,0,0
15275,310,06/Nov,11,LGM,50.00,32.50,-9.63,-9.79,0,0
15276,311,07/Nov,11,LGM,50.00,32.50,-11.13,-10.24,0,0
15277,312,08/Nov,11,LGM,50.00,32.50,-9.97,-10.77,0,0
15278,313,09/Nov,11,LGM,50.00,32.50,-11.20,-11.13,0,0
15279,314,10/Nov,11,LGM,50.00,32.50,-12.22,-11.33,0,0
15280,315,11/Nov,11,LGM,50.00,32.50,-10.56,-11.45,0,0
15281,316,12/Nov,11,LGM,50.00,32.50,-11.58,-11.53,0,0
15282,317,13/Nov,11,LGM,50.00,32.50,-12.44,-12.41,0,0
15283,318,14/Nov,11,LGM,50.00,32.50,-13.20,-13.00,0,0
15284,319,15/Nov,11,LGM,50.00,32.50,-13.36,-14.07,0,0
15285,320,16/Nov,11,LGM,50.00,32.50,-15.64,-14.54,0,0
15286,321,17/Nov,11,LGM,50.00,32.50,-14.61,-15.03,0,0
15287,322,18/Nov,11,LGM,50.00,32.50,-14.83,-15.19,0,0
15288,323,19/Nov,11,LGM,50.00,32.50,-16.13,-15.78,0,0
15289,324,20/Nov,11,LGM,50.00,32.50,-16.39,-16.20,0,0
15290,325,21/Nov,11,LGM,50.00,32.50,-16.08,-16.22,0,0
15291,326,22/Nov,11,LGM,50.00,32.50,-16.18,-16.39,0,0
15292,327,23/Nov,11,LGM,50.00,32.50,-16.90,-16.55,0,0
15293,328,24/Nov,11,LGM,50.00,32.50,-16.58,-17.07,0,0
15294,329,25/Nov,11,LGM,50.00,32.50,-17.72,-17.44,0,0
15295,330,26/Nov,11,LGM,50.00,32.50,-18.01,-17.94,0,0
15296,331,27/Nov,11,LGM,50.00,32.50,-18.10,-18.48,0,0
15297,332,28/Nov,11,LGM,50.00,32.50,-19.34,-19.71,0,0
