"","ID","DOY","Date","Month","Period","Lat","Long","Temp","Temp_mean","Veg","Veg.21Day"
"3143",3143,223,"11/Aug",8,"GI-5.1",47.5,22.5,16.38,16.16,1,1
"3144",3144,224,"12/Aug",8,"GI-5.1",47.5,22.5,15.88,15.98,1,1
"3145",3145,225,"13/Aug",8,"GI-5.1",47.5,22.5,15.67,15.73,1,1
"3146",3146,226,"14/Aug",8,"GI-5.1",47.5,22.5,15.63,15.45,1,1
"3147",3147,227,"15/Aug",8,"GI-5.1",47.5,22.5,15.04,14.73,1,1
"3148",3148,228,"16/Aug",8,"GI-5.1",47.5,22.5,13.51,13.94,1,1
"3149",3149,229,"17/Aug",8,"GI-5.1",47.5,22.5,13.28,13.44,1,1
"3150",3150,230,"18/Aug",8,"GI-5.1",47.5,22.5,13.54,13.64,1,1
"3151",3151,231,"19/Aug",8,"GI-5.1",47.5,22.5,14.1,14.06,1,1
"3152",3152,232,"20/Aug",8,"GI-5.1",47.5,22.5,14.53,14.5,1,1
"3153",3153,233,"21/Aug",8,"GI-5.1",47.5,22.5,14.86,14.77,1,1
"3154",3154,234,"22/Aug",8,"GI-5.1",47.5,22.5,14.91,14.67,1,1
"3155",3155,235,"23/Aug",8,"GI-5.1",47.5,22.5,14.23,14.6,1,1
"3156",3156,236,"24/Aug",8,"GI-5.1",47.5,22.5,14.65,14.71,1,1
"3157",3157,237,"25/Aug",8,"GI-5.1",47.5,22.5,15.25,15.18,1,1
"3158",3158,238,"26/Aug",8,"GI-5.1",47.5,22.5,15.63,15.31,1,1
"3159",3159,239,"27/Aug",8,"GI-5.1",47.5,22.5,15.04,15.03,1,1
"3160",3160,240,"28/Aug",8,"GI-5.1",47.5,22.5,14.43,14.49,1,1
"3161",3161,241,"29/Aug",8,"GI-5.1",47.5,22.5,14,14.14,1,1
"3162",3162,242,"30/Aug",8,"GI-5.1",47.5,22.5,14,14.23,1,1
"3163",3163,243,"31/Aug",8,"GI-5.1",47.5,22.5,14.68,14.4,1,1
"3164",3164,244,"01/Sep",9,"GI-5.1",47.5,22.5,14.61,14.42,1,1
"3165",3165,245,"02/Sep",9,"GI-5.1",47.5,22.5,13.88,14.19,1,1
"3166",3166,246,"03/Sep",9,"GI-5.1",47.5,22.5,14.07,13.86,1,1
"3167",3167,247,"04/Sep",9,"GI-5.1",47.5,22.5,13.62,13.91,1,1
"3168",3168,248,"05/Sep",9,"GI-5.1",47.5,22.5,14.05,13.8,1,1
"3169",3169,249,"06/Sep",9,"GI-5.1",47.5,22.5,13.73,13.66,1,1
"3170",3170,250,"07/Sep",9,"GI-5.1",47.5,22.5,13.19,13.35,1,1
"3171",3171,251,"08/Sep",9,"GI-5.1",47.5,22.5,13.13,12.96,1,1
"3172",3172,252,"09/Sep",9,"GI-5.1",47.5,22.5,12.56,12.3,1,1
"3173",3173,253,"10/Sep",9,"GI-5.1",47.5,22.5,11.21,11.47,1,1
"3174",3174,254,"11/Sep",9,"GI-5.1",47.5,22.5,10.64,10.91,1,1
"3175",3175,255,"12/Sep",9,"GI-5.1",47.5,22.5,10.88,10.74,1,1
"3176",3176,256,"13/Sep",9,"GI-5.1",47.5,22.5,10.7,10.55,1,1
"3177",3177,257,"14/Sep",9,"GI-5.1",47.5,22.5,10.08,10.38,1,1
"3178",3178,258,"15/Sep",9,"GI-5.1",47.5,22.5,10.35,10.19,1,1
"3179",3179,259,"16/Sep",9,"GI-5.1",47.5,22.5,10.14,10.37,1,1
"3180",3180,260,"17/Sep",9,"GI-5.1",47.5,22.5,10.62,10.4,1,1
"3181",3181,261,"18/Sep",9,"GI-5.1",47.5,22.5,10.43,10.27,1,1
"3182",3182,262,"19/Sep",9,"GI-5.1",47.5,22.5,9.76,10,1,1
"3183",3183,263,"20/Sep",9,"GI-5.1",47.5,22.5,9.8,9.76,1,1
"3184",3184,264,"21/Sep",9,"GI-5.1",47.5,22.5,9.73,9.79,1,1
"3185",3185,265,"22/Sep",9,"GI-5.1",47.5,22.5,9.85,10.03,1,1
"3186",3186,266,"23/Sep",9,"GI-5.1",47.5,22.5,10.5,10.38,1,1
"3187",3187,267,"24/Sep",9,"GI-5.1",47.5,22.5,10.79,10.78,1,1
"3188",3188,268,"25/Sep",9,"GI-5.1",47.5,22.5,11.05,10.91,1,1
"3189",3189,269,"26/Sep",9,"GI-5.1",47.5,22.5,10.9,10.79,1,1
"3190",3190,270,"27/Sep",9,"GI-5.1",47.5,22.5,10.43,10.36,1,1
"3191",3191,271,"28/Sep",9,"GI-5.1",47.5,22.5,9.76,9.85,1,1
"3192",3192,272,"29/Sep",9,"GI-5.1",47.5,22.5,9.36,9.2,1,1
"3193",3193,273,"30/Sep",9,"GI-5.1",47.5,22.5,8.48,8.56,1,1
"3194",3194,274,"01/Oct",10,"GI-5.1",47.5,22.5,7.95,7.94,1,1
"3195",3195,275,"02/Oct",10,"GI-5.1",47.5,22.5,7.29,7.2,1,1
"3196",3196,276,"03/Oct",10,"GI-5.1",47.5,22.5,6.36,6.43,1,1
"3197",3197,277,"04/Oct",10,"GI-5.1",47.5,22.5,5.63,5.96,1,1
"3198",3198,278,"05/Oct",10,"GI-5.1",47.5,22.5,5.9,5.54,1,1
"3199",3199,279,"06/Oct",10,"GI-5.1",47.5,22.5,5.09,5.47,1,1
"3200",3200,280,"07/Oct",10,"GI-5.1",47.5,22.5,5.43,5.27,1,1
"3201",3201,281,"08/Oct",10,"GI-5.1",47.5,22.5,5.29,5.46,1,1
"3202",3202,282,"09/Oct",10,"GI-5.1",47.5,22.5,5.65,5.72,1,1
"3203",3203,283,"10/Oct",10,"GI-5.1",47.5,22.5,6.21,5.98,1,1
"3204",3204,284,"11/Oct",10,"GI-5.1",47.5,22.5,6.08,6.39,1,1
"3205",3205,285,"12/Oct",10,"GI-5.1",47.5,22.5,6.89,6.69,1,1
"3206",3206,286,"13/Oct",10,"GI-5.1",47.5,22.5,7.09,6.77,1,1
"3207",3207,287,"14/Oct",10,"GI-5.1",47.5,22.5,6.34,6.53,1,1
"3208",3208,288,"15/Oct",10,"GI-5.1",47.5,22.5,6.17,5.93,1,1
"3209",3209,289,"16/Oct",10,"GI-5.1",47.5,22.5,5.27,5.38,1,1
"3210",3210,290,"17/Oct",10,"GI-5.1",47.5,22.5,4.7,4.79,0,0
"3211",3211,291,"18/Oct",10,"GI-5.1",47.5,22.5,4.41,4.24,0,0
"3212",3212,292,"19/Oct",10,"GI-5.1",47.5,22.5,3.6,3.67,0,0
"3213",3213,293,"20/Oct",10,"GI-5.1",47.5,22.5,3.01,3.07,0,0
"3214",3214,294,"21/Oct",10,"GI-5.1",47.5,22.5,2.59,2.57,0,0
"3215",3215,295,"22/Oct",10,"GI-5.1",47.5,22.5,2.12,1.92,0,0
"3216",3216,296,"23/Oct",10,"GI-5.1",47.5,22.5,1.06,1.41,0,0
"3217",3217,297,"24/Oct",10,"GI-5.1",47.5,22.5,1.05,1.52,0,0
"3218",3218,298,"25/Oct",10,"GI-5.1",47.5,22.5,2.44,1.73,0,0
"3219",3219,299,"26/Oct",10,"GI-5.1",47.5,22.5,1.69,1.53,0,0
"3220",3220,300,"27/Oct",10,"GI-5.1",47.5,22.5,0.47,0.54,0,0
"3221",3221,301,"28/Oct",10,"GI-5.1",47.5,22.5,-0.54,-0.75,0,0
"3222",3222,302,"29/Oct",10,"GI-5.1",47.5,22.5,-2.19,-1.36,0,0
"3223",3223,303,"30/Oct",10,"GI-5.1",47.5,22.5,-1.36,-1.52,0,0
"3224",3224,304,"31/Oct",10,"GI-5.1",47.5,22.5,-1,-1.19,0,0
"3225",3225,305,"01/Nov",11,"GI-5.1",47.5,22.5,-1.41,-1.69,0,0
"3226",3226,306,"02/Nov",11,"GI-5.1",47.5,22.5,-2.46,-2.3,0,0
"3227",3227,307,"03/Nov",11,"GI-5.1",47.5,22.5,-3.03,-3.23,0,0
"3228",3228,308,"04/Nov",11,"GI-5.1",47.5,22.5,-4.2,-3.74,0,0
"3229",3229,309,"05/Nov",11,"GI-5.1",47.5,22.5,-3.99,-3.84,0,0
"3230",3230,310,"06/Nov",11,"GI-5.1",47.5,22.5,-3.33,-3.53,0,0
"3231",3231,311,"07/Nov",11,"GI-5.1",47.5,22.5,-3.27,-2.87,0,0
"3232",3232,312,"08/Nov",11,"GI-5.1",47.5,22.5,-2.02,-2.58,0,0
"3233",3233,313,"09/Nov",11,"GI-5.1",47.5,22.5,-2.44,-2.48,0,0
"3234",3234,314,"10/Nov",11,"GI-5.1",47.5,22.5,-2.98,-2.76,0,0
"3235",3235,315,"11/Nov",11,"GI-5.1",47.5,22.5,-2.85,-2.69,0,0
"3236",3236,316,"12/Nov",11,"GI-5.1",47.5,22.5,-2.24,-2.7,0,0
"3237",3237,317,"13/Nov",11,"GI-5.1",47.5,22.5,-3,-2.61,0,0
"3238",3238,318,"14/Nov",11,"GI-5.1",47.5,22.5,-2.59,-3.04,0,0
"3239",3239,319,"15/Nov",11,"GI-5.1",47.5,22.5,-3.54,-3.73,0,0
"3240",3240,320,"16/Nov",11,"GI-5.1",47.5,22.5,-5.07,-4.7,0,0
"3241",3241,321,"17/Nov",11,"GI-5.1",47.5,22.5,-5.49,-5.32,0,0
"3242",3242,322,"18/Nov",11,"GI-5.1",47.5,22.5,-5.41,-5.78,0,0
"3243",3243,323,"19/Nov",11,"GI-5.1",47.5,22.5,-6.45,-5.79,0,0
"3244",3244,324,"20/Nov",11,"GI-5.1",47.5,22.5,-5.51,-5.99,0,0
"3245",3245,325,"21/Nov",11,"GI-5.1",47.5,22.5,-6.02,-5.98,0,0
"3246",3246,326,"22/Nov",11,"GI-5.1",47.5,22.5,-6.41,-6.14,0,0
"3247",3247,327,"23/Nov",11,"GI-5.1",47.5,22.5,-6,-6.34,0,0
"3248",3248,328,"24/Nov",11,"GI-5.1",47.5,22.5,-6.6,-6.93,0,0
"3249",3249,329,"25/Nov",11,"GI-5.1",47.5,22.5,-8.18,-7.67,0,0
"3250",3250,330,"26/Nov",11,"GI-5.1",47.5,22.5,-8.24,-8.3,0,0
"3251",3251,331,"27/Nov",11,"GI-5.1",47.5,22.5,-8.49,-8.88,0,0
"3252",3252,332,"28/Nov",11,"GI-5.1",47.5,22.5,-9.9,-9.33,0,0
"3253",3253,333,"29/Nov",11,"GI-5.1",47.5,22.5,-9.6,-9.97,0,0
"3254",3254,334,"30/Nov",11,"GI-5.1",47.5,22.5,-10.42,-10.05,0,0
"3255",3255,335,"01/Dec",12,"GI-5.1",47.5,22.5,-9.92,-9.46,0,0
"3256",3256,336,"02/Dec",12,"GI-5.1",47.5,22.5,-8.23,-9.25,0,0
"3257",3257,337,"03/Dec",12,"GI-5.1",47.5,22.5,-9.59,-9.41,0,0
"3258",3258,338,"04/Dec",12,"GI-5.1",47.5,22.5,-10.4,-9.89,0,0
"3259",3259,339,"05/Dec",12,"GI-5.1",47.5,22.5,-9.68,-10.05,0,0
"3260",3260,340,"06/Dec",12,"GI-5.1",47.5,22.5,-10.06,-9.53,0,0
"3261",3261,341,"07/Dec",12,"GI-5.1",47.5,22.5,-8.84,-9.19,0,0
"3262",3262,342,"08/Dec",12,"GI-5.1",47.5,22.5,-8.67,-8.54,0,0
"3263",3263,343,"09/Dec",12,"GI-5.1",47.5,22.5,-8.1,-8.63,0,0
"3264",3264,344,"10/Dec",12,"GI-5.1",47.5,22.5,-9.13,-8.89,0,0
"3265",3265,345,"11/Dec",12,"GI-5.1",47.5,22.5,-9.44,-9.11,0,0
"3266",3266,346,"12/Dec",12,"GI-5.1",47.5,22.5,-8.77,-8.92,0,0
"3267",3267,347,"13/Dec",12,"GI-5.1",47.5,22.5,-8.56,-8.85,0,0
"3268",3268,348,"14/Dec",12,"GI-5.1",47.5,22.5,-9.23,-9.05,0,0
"3269",3269,349,"15/Dec",12,"GI-5.1",47.5,22.5,-9.35,-9.91,0,0
"3270",3270,350,"16/Dec",12,"GI-5.1",47.5,22.5,-11.14,-11.66,0,0
"3271",3271,351,"17/Dec",12,"GI-5.1",47.5,22.5,-14.5,-13.55,0,0
"3272",3272,352,"18/Dec",12,"GI-5.1",47.5,22.5,-15,-14.33,0,0
"3273",3273,353,"19/Dec",12,"GI-5.1",47.5,22.5,-13.5,-13.74,0,0
"3274",3274,354,"20/Dec",12,"GI-5.1",47.5,22.5,-12.73,-13.02,0,0
"3275",3275,355,"21/Dec",12,"GI-5.1",47.5,22.5,-12.82,-12.54,0,0
"3276",3276,356,"22/Dec",12,"GI-5.1",47.5,22.5,-12.08,-12.1,0,0
"3277",3277,357,"23/Dec",12,"GI-5.1",47.5,22.5,-11.41,-11.35,0,0
"3278",3278,358,"24/Dec",12,"GI-5.1",47.5,22.5,-10.57,-11.35,0,0
"3279",3279,359,"25/Dec",12,"GI-5.1",47.5,22.5,-12.07,-10.79,0,0
"3280",3280,360,"26/Dec",12,"GI-5.1",47.5,22.5,-9.73,-10.71,0,0
"3281",3281,361,"27/Dec",12,"GI-5.1",47.5,22.5,-10.34,-10.67,0,0
"3282",3282,362,"28/Dec",12,"GI-5.1",47.5,22.5,-11.93,-11.68,0,0
"3283",3283,363,"29/Dec",12,"GI-5.1",47.5,22.5,-12.78,-13,0,0
"3284",3284,364,"30/Dec",12,"GI-5.1",47.5,22.5,-14.29,-13.4,0,0
"3285",3285,365,"31/Dec",12,"GI-5.1",47.5,22.5,-13.13,-14.86,0,0
"3286",3286,1,"01/Jan",1,"GI-5.1",50,22.5,-16.96,-15.72,0,0
"3287",3287,2,"02/Jan",1,"GI-5.1",50,22.5,-17.28,-17.35,0,0
"3288",3288,3,"03/Jan",1,"GI-5.1",50,22.5,-17.81,-18.19,0,0
"3289",3289,4,"04/Jan",1,"GI-5.1",50,22.5,-19.49,-18.06,0,0
"3290",3290,5,"05/Jan",1,"GI-5.1",50,22.5,-16.87,-17.39,0,0
"3291",3291,6,"06/Jan",1,"GI-5.1",50,22.5,-15.8,-17.23,0,0
"3292",3292,7,"07/Jan",1,"GI-5.1",50,22.5,-19.01,-17.79,0,0
"3293",3293,8,"08/Jan",1,"GI-5.1",50,22.5,-18.57,-18.42,0,0
"3294",3294,9,"09/Jan",1,"GI-5.1",50,22.5,-17.69,-18.3,0,0
"3295",3295,10,"10/Jan",1,"GI-5.1",50,22.5,-18.63,-17.82,0,0
"3296",3296,11,"11/Jan",1,"GI-5.1",50,22.5,-17.14,-17.68,0,0
"3297",3297,12,"12/Jan",1,"GI-5.1",50,22.5,-17.28,-17.58,0,0
"3298",3298,13,"13/Jan",1,"GI-5.1",50,22.5,-18.31,-18.5,0,0
"3299",3299,14,"14/Jan",1,"GI-5.1",50,22.5,-19.92,-18.99,0,0
"3300",3300,15,"15/Jan",1,"GI-5.1",50,22.5,-18.74,-19.12,0,0
"3301",3301,16,"16/Jan",1,"GI-5.1",50,22.5,-18.7,-18.97,0,0
"3302",3302,17,"17/Jan",1,"GI-5.1",50,22.5,-19.46,-19.32,0,0
"3303",3303,18,"18/Jan",1,"GI-5.1",50,22.5,-19.8,-18.91,0,0
"3304",3304,19,"19/Jan",1,"GI-5.1",50,22.5,-17.48,-17.24,0,0
"3305",3305,20,"20/Jan",1,"GI-5.1",50,22.5,-14.44,-14.54,0,0
"3306",3306,21,"21/Jan",1,"GI-5.1",50,22.5,-11.69,-12.92,0,0
"3307",3307,22,"22/Jan",1,"GI-5.1",50,22.5,-12.63,-12.4,0,0
"3308",3308,23,"23/Jan",1,"GI-5.1",50,22.5,-12.87,-12.95,0,0
"3309",3309,24,"24/Jan",1,"GI-5.1",50,22.5,-13.36,-13.86,0,0
"3310",3310,25,"25/Jan",1,"GI-5.1",50,22.5,-15.36,-14.97,0,0
"3311",3311,26,"26/Jan",1,"GI-5.1",50,22.5,-16.2,-15.93,0,0
"3312",3312,27,"27/Jan",1,"GI-5.1",50,22.5,-16.22,-16.22,0,0
"3313",3313,28,"28/Jan",1,"GI-5.1",50,22.5,-16.25,-15.65,0,0
"3314",3314,29,"29/Jan",1,"GI-5.1",50,22.5,-14.49,-14.62,0,0
"3315",3315,30,"30/Jan",1,"GI-5.1",50,22.5,-13.13,-13.31,0,0
"3316",3316,31,"31/Jan",1,"GI-5.1",50,22.5,-12.3,-12.33,0,0
"3317",3317,32,"01/Feb",2,"GI-5.1",50,22.5,-11.67,-12.29,0,0
"3318",3318,33,"02/Feb",2,"GI-5.1",50,22.5,-12.8,-12.53,0,0
"3319",3319,34,"03/Feb",2,"GI-5.1",50,22.5,-13.12,-13.08,0,0
"3320",3320,35,"04/Feb",2,"GI-5.1",50,22.5,-13.32,-13.55,0,0
"3321",3321,36,"05/Feb",2,"GI-5.1",50,22.5,-14.22,-14.27,0,0
"3322",3322,37,"06/Feb",2,"GI-5.1",50,22.5,-15.26,-15.44,0,0
"3323",3323,38,"07/Feb",2,"GI-5.1",50,22.5,-16.84,-17.07,0,0
"3324",3324,39,"08/Feb",2,"GI-5.1",50,22.5,-19.12,-18.47,0,0
"3325",3325,40,"09/Feb",2,"GI-5.1",50,22.5,-19.46,-18.79,0,0
"3326",3326,41,"10/Feb",2,"GI-5.1",50,22.5,-17.79,-18.89,0,0
"3327",3327,42,"11/Feb",2,"GI-5.1",50,22.5,-19.42,-18.7,0,0
"3328",3328,43,"12/Feb",2,"GI-5.1",50,22.5,-18.9,-18.6,0,0
"3329",3329,44,"13/Feb",2,"GI-5.1",50,22.5,-17.48,-18.06,0,0
"3330",3330,45,"14/Feb",2,"GI-5.1",50,22.5,-17.81,-17.45,0,0
"3331",3331,46,"15/Feb",2,"GI-5.1",50,22.5,-17.05,-17.19,0,0
"3332",3332,47,"16/Feb",2,"GI-5.1",50,22.5,-16.72,-16.82,0,0
"3333",3333,48,"17/Feb",2,"GI-5.1",50,22.5,-16.7,-15.9,0,0
"3334",3334,49,"18/Feb",2,"GI-5.1",50,22.5,-14.27,-15.96,0,0
"3335",3335,50,"19/Feb",2,"GI-5.1",50,22.5,-16.9,-16.49,0,0
"3336",3336,51,"20/Feb",2,"GI-5.1",50,22.5,-18.3,-18.34,0,0
"3337",3337,52,"21/Feb",2,"GI-5.1",50,22.5,-19.81,-20.01,0,0
"3338",3338,53,"22/Feb",2,"GI-5.1",50,22.5,-21.93,-20.08,0,0
"3339",3339,54,"23/Feb",2,"GI-5.1",50,22.5,-18.49,-18.56,0,0
"3340",3340,55,"24/Feb",2,"GI-5.1",50,22.5,-15.26,-15.71,0,0
"3341",3341,56,"25/Feb",2,"GI-5.1",50,22.5,-13.37,-13.78,0,0
"3342",3342,57,"26/Feb",2,"GI-5.1",50,22.5,-12.71,-13.69,0,0
"3343",3343,58,"27/Feb",2,"GI-5.1",50,22.5,-15,-14.42,0,0
"3344",3344,59,"28/Feb",2,"GI-5.1",50,22.5,-15.55,-15.26,0,0
"3345",3345,60,"01/Mar",3,"GI-5.1",50,22.5,-14.93,-15.34,0,0
"3346",3346,61,"02/Mar",3,"GI-5.1",50,22.5,-15.83,-15.18,0,0
"3347",3347,62,"03/Mar",3,"GI-5.1",50,22.5,-14.77,-14.72,0,0
"3348",3348,63,"04/Mar",3,"GI-5.1",50,22.5,-13.55,-13.52,0,0
"3349",3349,64,"05/Mar",3,"GI-5.1",50,22.5,-12.23,-12.62,0,0
"3350",3350,65,"06/Mar",3,"GI-5.1",50,22.5,-12.07,-12.49,0,0
"3351",3351,66,"07/Mar",3,"GI-5.1",50,22.5,-13.16,-12.79,0,0
"3352",3352,67,"08/Mar",3,"GI-5.1",50,22.5,-13.14,-12.89,0,0
"3353",3353,68,"09/Mar",3,"GI-5.1",50,22.5,-12.38,-12.48,0,0
"3354",3354,69,"10/Mar",3,"GI-5.1",50,22.5,-11.93,-12.7,0,0
"3355",3355,70,"11/Mar",3,"GI-5.1",50,22.5,-13.79,-13.03,0,0
"3356",3356,71,"12/Mar",3,"GI-5.1",50,22.5,-13.37,-13.58,0,0
"3357",3357,72,"13/Mar",3,"GI-5.1",50,22.5,-13.58,-14.12,0,0
"3358",3358,73,"14/Mar",3,"GI-5.1",50,22.5,-15.42,-14.11,0,0
"3359",3359,74,"15/Mar",3,"GI-5.1",50,22.5,-13.33,-13.57,0,0
"3360",3360,75,"16/Mar",3,"GI-5.1",50,22.5,-11.97,-12.44,0,0
"3361",3361,76,"17/Mar",3,"GI-5.1",50,22.5,-12.02,-12.03,0,0
"3362",3362,77,"18/Mar",3,"GI-5.1",50,22.5,-12.09,-12.11,0,0
"3363",3363,78,"19/Mar",3,"GI-5.1",50,22.5,-12.22,-12.09,0,0
"3364",3364,79,"20/Mar",3,"GI-5.1",50,22.5,-11.97,-12.57,0,0
"3365",3365,80,"21/Mar",3,"GI-5.1",50,22.5,-13.53,-13.58,0,0
"3366",3366,81,"22/Mar",3,"GI-5.1",50,22.5,-15.25,-14.18,0,0
"3367",3367,82,"23/Mar",3,"GI-5.1",50,22.5,-13.75,-13.8,0,0
"3368",3368,83,"24/Mar",3,"GI-5.1",50,22.5,-12.4,-13.4,0,0
"3369",3369,84,"25/Mar",3,"GI-5.1",50,22.5,-14.05,-13.66,0,0
"3370",3370,85,"26/Mar",3,"GI-5.1",50,22.5,-14.52,-13.66,0,0
"3371",3371,86,"27/Mar",3,"GI-5.1",50,22.5,-12.41,-12.82,0,0
"3372",3372,87,"28/Mar",3,"GI-5.1",50,22.5,-11.53,-11.48,0,0
"3373",3373,88,"29/Mar",3,"GI-5.1",50,22.5,-10.51,-10.9,0,0
"3374",3374,89,"30/Mar",3,"GI-5.1",50,22.5,-10.67,-11.06,0,0
"3375",3375,90,"31/Mar",3,"GI-5.1",50,22.5,-12.01,-11.01,0,0
"3376",3376,91,"01/Apr",4,"GI-5.1",50,22.5,-10.15,-10.03,0,0
"3377",3377,92,"02/Apr",4,"GI-5.1",50,22.5,-8.12,-9.1,0,0
"3378",3378,93,"03/Apr",4,"GI-5.1",50,22.5,-9.03,-8.04,0,0
"3379",3379,94,"04/Apr",4,"GI-5.1",50,22.5,-6.96,-7.42,0,0
"3380",3380,95,"05/Apr",4,"GI-5.1",50,22.5,-6.27,-6.88,0,0
"3381",3381,96,"06/Apr",4,"GI-5.1",50,22.5,-7.41,-7.31,0,0
"3382",3382,97,"07/Apr",4,"GI-5.1",50,22.5,-8.25,-7.75,0,0
"3383",3383,98,"08/Apr",4,"GI-5.1",50,22.5,-7.58,-7.65,0,0
"3384",3384,99,"09/Apr",4,"GI-5.1",50,22.5,-7.13,-7.15,0,0
"3385",3385,100,"10/Apr",4,"GI-5.1",50,22.5,-6.73,-6.88,0,0
"3386",3386,101,"11/Apr",4,"GI-5.1",50,22.5,-6.79,-6.17,0,0
"3387",3387,102,"12/Apr",4,"GI-5.1",50,22.5,-5,-5.72,0,0
"3388",3388,103,"13/Apr",4,"GI-5.1",50,22.5,-5.36,-5.26,0,0
"3389",3389,104,"14/Apr",4,"GI-5.1",50,22.5,-5.41,-5.25,0,0
"3390",3390,105,"15/Apr",4,"GI-5.1",50,22.5,-4.97,-4.4,0,0
"3391",3391,106,"16/Apr",4,"GI-5.1",50,22.5,-2.82,-3.48,0,0
"3392",3392,107,"17/Apr",4,"GI-5.1",50,22.5,-2.65,-2.69,0,0
"3393",3393,108,"18/Apr",4,"GI-5.1",50,22.5,-2.6,-2.8,0,0
"3394",3394,109,"19/Apr",4,"GI-5.1",50,22.5,-3.15,-2.89,0,0
"3395",3395,110,"20/Apr",4,"GI-5.1",50,22.5,-2.92,-2.92,0,0
"3396",3396,111,"21/Apr",4,"GI-5.1",50,22.5,-2.69,-3.28,0,0
"3397",3397,112,"22/Apr",4,"GI-5.1",50,22.5,-4.23,-3.67,0,0
"3398",3398,113,"23/Apr",4,"GI-5.1",50,22.5,-4.08,-3.67,0,0
"3399",3399,114,"24/Apr",4,"GI-5.1",50,22.5,-2.71,-3.2,0,0
"3400",3400,115,"25/Apr",4,"GI-5.1",50,22.5,-2.82,-2.57,0,0
"3401",3401,116,"26/Apr",4,"GI-5.1",50,22.5,-2.18,-2.3,0,0
"3402",3402,117,"27/Apr",4,"GI-5.1",50,22.5,-1.89,-1.75,0,0
"3403",3403,118,"28/Apr",4,"GI-5.1",50,22.5,-1.18,-1.12,0,0
"3404",3404,119,"29/Apr",4,"GI-5.1",50,22.5,-0.3,-0.55,0,0
"3405",3405,120,"30/Apr",4,"GI-5.1",50,22.5,-0.16,-0.48,0,0
"3406",3406,121,"01/May",5,"GI-5.1",50,22.5,-0.97,-0.72,0,0
"3407",3407,122,"02/May",5,"GI-5.1",50,22.5,-1.03,-1.19,0,0
"3408",3408,123,"03/May",5,"GI-5.1",50,22.5,-1.58,-1.46,0,0
"3409",3409,124,"04/May",5,"GI-5.1",50,22.5,-1.77,-1.38,0,0
"3410",3410,125,"05/May",5,"GI-5.1",50,22.5,-0.8,-0.56,0,0
"3411",3411,126,"06/May",5,"GI-5.1",50,22.5,0.88,0.61,0,0
"3412",3412,127,"07/May",5,"GI-5.1",50,22.5,1.76,1.33,0,0
"3413",3413,128,"08/May",5,"GI-5.1",50,22.5,1.36,1.52,0,0
"3414",3414,129,"09/May",5,"GI-5.1",50,22.5,1.45,1.6,0,0
"3415",3415,130,"10/May",5,"GI-5.1",50,22.5,1.98,1.98,0,0
"3416",3416,131,"11/May",5,"GI-5.1",50,22.5,2.51,2.92,0,0
"3417",3417,132,"12/May",5,"GI-5.1",50,22.5,4.26,3.41,0,0
"3418",3418,133,"13/May",5,"GI-5.1",50,22.5,3.47,3.92,0,0
"3419",3419,134,"14/May",5,"GI-5.1",50,22.5,4.02,4.27,0,0
"3420",3420,135,"15/May",5,"GI-5.1",50,22.5,5.31,4.73,0,0
"3421",3421,136,"16/May",5,"GI-5.1",50,22.5,4.86,4.94,0,0
"3422",3422,137,"17/May",5,"GI-5.1",50,22.5,4.64,4.9,0,0
"3423",3423,138,"18/May",5,"GI-5.1",50,22.5,5.21,5.22,1,1
"3424",3424,139,"19/May",5,"GI-5.1",50,22.5,5.81,5.55,1,1
"3425",3425,140,"20/May",5,"GI-5.1",50,22.5,5.63,5.64,1,1
"3426",3426,141,"21/May",5,"GI-5.1",50,22.5,5.48,5.49,1,1
"3427",3427,142,"22/May",5,"GI-5.1",50,22.5,5.36,5.48,1,1
"3428",3428,143,"23/May",5,"GI-5.1",50,22.5,5.59,5.37,1,1
"3429",3429,144,"24/May",5,"GI-5.1",50,22.5,5.15,5.5,1,1
"3430",3430,145,"25/May",5,"GI-5.1",50,22.5,5.75,5.81,1,1
"3431",3431,146,"26/May",5,"GI-5.1",50,22.5,6.53,6.06,1,1
"3432",3432,147,"27/May",5,"GI-5.1",50,22.5,5.91,6.43,1,1
"3433",3433,148,"28/May",5,"GI-5.1",50,22.5,6.85,6.72,1,1
"3434",3434,149,"29/May",5,"GI-5.1",50,22.5,7.4,7.63,1,1
"3435",3435,150,"30/May",5,"GI-5.1",50,22.5,8.64,8.42,1,1
"3436",3436,151,"31/May",5,"GI-5.1",50,22.5,9.22,8.88,1,1
"3437",3437,152,"01/Jun",6,"GI-5.1",50,22.5,7.98,8.14,1,1
"3438",3438,153,"02/Jun",6,"GI-5.1",50,22.5,8.03,8.15,1,1
"3439",3439,154,"03/Jun",6,"GI-5.1",50,22.5,8.43,8.37,1,1
"3440",3440,155,"04/Jun",6,"GI-5.1",50,22.5,8.64,8.97,1,1
"3441",3441,156,"05/Jun",6,"GI-5.1",50,22.5,9.83,9.49,1,1
"3442",3442,157,"06/Jun",6,"GI-5.1",50,22.5,9.99,10.02,1,1
"3443",3443,158,"07/Jun",6,"GI-5.1",50,22.5,10.24,10.24,1,1
"3444",3444,159,"08/Jun",6,"GI-5.1",50,22.5,10.5,10.34,1,1
"3445",3445,160,"09/Jun",6,"GI-5.1",50,22.5,10.27,10.41,1,1
